id,description,value
1025948,"to purchase products such as basic grains, bread, eggs, soft drinks, sugar, cold cuts, meat, diary products and personal hygiene products to stock his business and improve his income.",0
1025962,to buy a multifunction photocopier.,0
1025964,"to buy clothing, creams, shoes and also basic grains, sausages, soft drinks, chips, bread, eggs, and other groceries.",0
1025974,to purchase the necessary construction materials to replace the roof.,0
1025978,"to purchase construction materials: sand, cement, bricks, adhesives and ceramic.",0
1023942,"to buy more stock of sugar, rice, flour, beans and other items.",0
1023946," to buy more stock of sugar, rice, flour, milk and other items",0
1023954,to buy more fresh fish to sell.,0
1025947,"to buy new merchandise such as clothing for women, men and children as well as footwear, cosmetics, creams and perfumes.",0
1023875,to buy more variety of spare parts and reparing tools for her son's spare parts shop,0
1023909,to buy ingredients for her husband's pan shop,0
1023936,"to buy more stock of flour, sugar, rice, soap and other items",0
1025942,"to purchase supplies, such as chicken, flour, oil, beans, rice, vegetables, meat, soft drinks and churros for sale.",0
1023886,to repair his vehicle.,0
1023894,to buy new blankets for her husband's bedding business.,0
1023896,to buy a new machine for his workshop.,0
1023899,to buy more stock of clothes,0
1023905,to buy more stock of kerosene.,0
1025923,"to buy corn and firewwood to make tortillas, and to make improvements in her home to have better premises for her business.",0
1023339,to purchase additional dry good products to sell.,0
1023866,to buy local gin for selling.,0
1023867,"to buy some electric switches, bulbs, bulb holders, sockets, copper coils, to carry on her husband's services.",0
1023870,to purchasel organic fertilizer and seedlings.,0
1023889,"to buy more stock of sugar, flour, rice and other items.",0
1023337,to purchase additional stocks of vegetables to sell,0
1023341,to purchase additional sacks of feeds for her pigs,1
1023829,to buy cereals.,0
1023836,to buy scrap material in bulk for her husband's recycling business.,0
1023845,to buy stock of local gin to sell.,0
1023848,to invest in her husband's small restaurant business.,0
1023856,to buy a rickshaw body and seat covers for her husband's transportation services.,0
1023344,to buy mineral fertilizers.,0
1023806,"to buy pieces of cloth, laces, needles, and sewing accessories for her husband's tailoring business.",0
1023809,to help her husband increase his clothing business.,0
1023814,to buy computers and laptops for her husband's net cafe.,0
1023815,to help her husband increase his tailoring business.,0
1023828,to buy fruits for her husband's fruit stall.,0
1023792,to buy raw materials for her husband's plumber business,0
1023800,to buy ingredients for her food production business.,0
1025146,to purchase cows and pigs.,1
1025148,to buy grazing livestock.,1
1025149,"to buy clothing articles such as g�ipiles (typical tunic), sashes and skirts.",0
1025154,"to buy manure, seeds, and other items.",0
1025155,"to buy seeds, manure, and other products.",0
1025156,"to purchase shirts, jeans, bazaar items and other products to sell.",0
1023775,to cover the cost of repairing her husband's rickshaw.,0
1023776,to buy fish for her husband's butcher shop,0
1023779,to repair her husband's taxi.,0
1023781,to buy eatables and other items for her husband's chaat stall,0
1023785,to buy a machine like a Juki machine and a clothes over-lock machine for her son's tailoring business.,0
1025145,to buy fertilizer to apply in his hectare of corn.,0
1024976,"to buy cement, sand, beams, and metal sheets to continue building his house.",0
1025136,"to buy construction materials like cement, sand and gravel to finish construction [of her home]",0
1021257,To buy fertilizer and pay for the plowing and labor fees so as to grow her crop fruitfully.,0
1023716,to buy more fish to dry and sell.,0
1023720,to purchase more sacks of rice to sell.,0
1025116,to buy more cylinders and pay for them to be filled with gas. This will allow him to have an inventory capable of covering the demands of his clients.,0
1025120,"to purchase herbicides, insecticides, and pest-control substances in order to sow maize seeds.",0
1023517,"to purchase stock of sugar, rice, maize flour, and wheat flour.",0
1023687,to buy plastic bags and other supplies needed in her business.,0
1025109,to purchase seeds and a fumigation bomb for the pests.,0
1025115,to buy agricultural supplies for crop maintenance.,0
1023512,to buy a dairy cow,1
1025088,to buy eleven loads of corn to sell.,0
1025092,"to purchase construction materials such as cement, lime, and sand to remodel his house.",0
1025103,to buy firewood and building materials for a new oven which will help her to bake more bread and tamales and therefore increase her sales.,0
1022357,"to buy soft drinks, sugar, rice, butter, eggs, juices, doughnuts, milk, beans etc.",0
1023459,to invest in her stitching business.,0
1023461,to purchase spare parts and service his motorcycle.,0
1023464,to buy more stock of spices to resell.,0
1025077,to pay for the costs of harvesting this season's crop and also to repair the cart he uses to sell tacos.,0
1023432,to purchase bales of clothes for resale.,0
1025061,to buy seeds and fertilizer.,0
1025067,"to buy seeds, plastic containers for a greenhouse, wood, machinery, fertilizers and agricultural supplies.",0
1025070,"to buy wholesale popsicles, cones, cups, rellenas (ice-cream filled popsicles), cream ice pops and more to sell.",0
1025074,"to buy cooking oil, vegetables, spices, fresh cheese, pork rinds, corn, and other items.",0
1011266,"to buy beef cows, diary cows, fertilizer and vaccines.",1
1023397,to buy mineral fertilizers.,0
1023398,To buy sewing equipment,0
1025055,to buy a pump to fumigate.,0
1011791,to buy a new boat engine and bobo materials (a kind of fish trap) such as bamboo and a plastic screen,0
1012361,to buy more dried fish to retail.,0
1021379,to buy cosmetics for her son's general store,0
1023382,To buy additional products for her cafe,0
1023395,to buy an additional clothing collection for her shop.,0
1023306,"to purchase bundles of wheat flour, maize flour, tea leaves, and cooking fat",0
1023315,to purchase sacks of charcoal for resale.,0
1025040,"to purchase new replacement parts such as hoses, coolant gas, packaging, etc., to repair refrigerators, freezers, and air conditioners, among other items in his repair shop.",0
1023328,to upgrade facilities and reinvest in his agricultural business,0
1024248,to pay for additional building material.,0
1023255,to purchase 25 sacks of charcoal for resale and pay for transport,0
1023270,to buy and sell cereals so as to improve her income level.,0
1025035,to buy food and vitamins to properly nourish his chickens so he can sell them in his community later.,1
1024220,to pay for additional articles,0
1023245,to purchase additional sacks of charcoal to sell,0
1023247,to purchase bales of clothes for resale.,0
1024217,to purchase different bags of flour.,0
1024621,"to buy material, thread, needles, sewing machine, etc.",0
1024706,to purchase office equipment to attract more customers and create a more professional atmosphere for his clients.,0
1023123,"to buy ingredients such as meat, spices, etc.",0
1023124,to buy more fresh fish to sell.,0
1025016,"to purchase seeds, manure, and fertilizer.",0
1023132,to purchase additional gallons of coconut wine to sell.,0
1023162,to help her husband to increase his food stall business.,0
1023180,to purchase additional dried fish to sell,0
1023187,to purchase animal feed for his dairy cows to increase milk production and his income.,1
1023200,to purchase more sacks of rice to sell to her customers.,0
1024213,to purchase the latest electronics.,0
1024214,to purchase different sizes of used vehicle tyres.,0
1026399,to buy 15 sheep for fattening and resale,1
1026876,"to buy seeds, fertilizers, and a fumigation pump.",0
1023119,to buy supplies needed for the maintenance of the house,0
1023126,to buy more fruit to sell,0
1023160,to help her husband to repair his taxi.,0
1024207,"to pay for both 2,000 kilograms of forage and the repair of the car she uses for agricultural purposes.",1
1024308,to pay for rice and clothes,0
1026864,"to buy supplies such as fertilizers and seeds, as well as a fumigation spray pump.",0
1026883,"to buy more clothing for women, men, and children to continue selling.",0
1023101,to purchase additional fruit to sell.,0
1024406,to buy used appliances,0
1024148,to pay for forage for his livestock and fertilizer for land cultivation,1
1024171,to buy a new machine for his workshop.,0
1024204,to buy the necessary tools and materials to increase her production.,0
1024593,to buy mineral fertilizer.,0
1024600,"to buy herbal medicines, herbs and shrubs for his herbal medicine business",0
1024682,"to buy products for her beauty salon, such as creams, shampoo, scissors, hair pins, and other things that she needs.",0
1024702,to buy new work tools to expand his business.,0
1023025,to purchase additional sacks of rice to sell to her customers,0
1023038,to buy more variety of fish to sell to her customers,0
1024626,to obtain furniture for her home,0
1025256,to buy in-season children's clothes,0
1025283,to buy more mineral fertilisers and seeds,0
1025294,to buy mineral fertilisers and seeds,0
1025713,to buy building materials for home repairs,0
1024590,to buy new cattle and be more productive.,1
1024662,to buy materials for making suits and dresses according to her customers' requirements.,0
1024703,"to buy foodstuffs for his market, in order to better meet the needs of his customers from all the communities in his area.",0
1021152,to purchase bundles of charcoal for resale,0
1022268,"to buy candies, sodas, sweet bread, and fruits.",0
1022805,to buy chicks that will help boost farm output,1
1024367,to buy manure and for the maintenance of his crops.,0
1021098,to buy more goods to sell like bottled products to improve her services,0
1021120,to purchase bundles of charcoal for resale,0
1021133,to buy more clothes to sell.,0
1022259,"to buy building materials such as cement, lime, sand and iron.",0
1021096,to buy farm supplies.,0
1022200,to buy wood and chainsaw spare parts. He will supply his business and his work equipment will be in good condition.,0
1022209,to buy the agricultural supplies required to improve the development of his maize and cassava crops.,0
1024620,to give his community better access to communication services by selling mobile airtime credits.,0
1024645,to give his community better access to communication and financial services by selling mobile airtime credits.,0
1024581,"to buy rice, cooking oil, spices, crockery and charcoal to use for his catering business.",0
1024599,to buy the out-of-stock Jerry cans of cooking oil and a new refrigerator for preserving his stock of fresh fish.,0
1018572,to buy new fishing nets,0
1022757,to buy more items for her grocery store,0
1022779,to build a modern dairy unit,1
1021629,to buy supplies of fish and frozen products,0
1022728,to buy fishing nets and gasoline for her fishing boat.,0
1022732,to buy a fishing boat engine and repair her fishing boat.,0
1022744,"to buy new fishing nets, fishing weights, fishing rope and floaters.",0
1022745,to buy plantation cover in the form of mulch.,0
1022754,"to buy halo-halo (local dessert) ingredients and basic commodities, such as snack foods, toiletries, canned goods, noodles, food seasoning and drinks.",0
1022755,to top up on buying a new motorcycle.,0
1022588,"to buy fishing nets and repair his fishing boat (plywood, paint and fishing boat glue).",0
1022593,to buy a fishing boat engine and other fishing boat materials.,0
1022615,"to buy a fishing boat engine and boat repair materials, such as plywood, paint, nails and fishing boat glue.",0
1022665,"to buy fishing materials, such as fishing nets, fishing weights and fish traps known as �bobo� (made of bamboo and plastic screen).",0
1022679,to buy a fishing boat.,0
1022696,to buy a fishing boat engine.,0
1024344,"to buy makeup, perfumes and fashion jewellery.",0
1021167,to buy crude oil and gasoline,0
1021628,to buy fertilizer and seedlings and pay for hired help to plant his fields.,0
1019932,"to buy beauty products and gowns for rental, and also to buy piglets and feed.",1
1024266,"to invest in necklaces, bracelets, colognes, perfumes and accessories.",0
1024272,to buy sports shoes from recognized brands in the market.,0
1024277,"to improve her assortment of merchandise: fragrances, costume jewelry, clothing, accessories, and bracelets.",0
1024285,"to purchase animals such as hens, chicks, turkeys, etc.",1
1024287,"to purchase chicken, fish, plantains, and vegetables.",0
1024818,to buy mineral fertilisers,0
1018554,to buy new fishing nets.,0
1018581,to buy fishing nets,0
1018587,to buy new fishing nets,0
1021704,to purchase building materials and renovate his home.,0
1024261,"to buy supplies, meats, vegetables and fruits.",0
1022238,to stock up his business with stationery products.,0
1022271,to make some adjustments to the place where she has her cooking business and buy a refrigerator and other inputs.,0
1023632,to buy a dairy cow,1
1023663,to buy tools.,0
1024221,"to buy sheep, chickens, ducks, and food to feed them.",1
1012377,"to buy fishing nets and materials for making ""bobo,"" which is a kind of fish trap made from items like bamboo and plastic screens",0
1017128,"to buy plywood, paint, nails, fishing boat glue and nylon to repair their fishing boat, and to pay for labor.",0
1017157,"to buy bobo (a kind of fish trap) materials, such as bamboo and plastic screen.",0
1017185,"to buy chorizo, sweetened meat and hot dogs for resale.",0
1023615," to pay for agricultural work, applications and inclusion of plant sanitation products, fertilizers, and to pay for labor for the harvest.",0
1023619,"to buy maize, beans, and sorghum, among others, to put on sale.",0
1012374,to buy a fishing boat and a new engine.,0
1012673,"to buy seasoning, vegetables and condiments and more coconut wine",0
1015619,"to buy more water for retail, and to buy piglets and buri fiber.",1
1017064,"to buy gasoline for resale, to buy feed for her pigs and to buy more rice.",1
1023614,"to buy sulfate, seeds, insecticides, herbicides, formulations and more.",0
1012304,"to buy piglets to raise, sacks of feed, and rice to retail.",1
1012342,to buy new tires and assorted grocery items.,0
1012357,"to buy charcoal to offer for sale, as well as to purchase assorted grocery items for her store",0
1012364,to buy a boat engine and repair their fishing boat.,0
1023440,to buy mineral fertilizers and cotton and wheat seeds,0
1012251,"to buy plywood, paint, nails, and fishing boat glue to repair their fishing boat and also to buy a new boat engine.",0
1012321,to buy more ready-to-wear products to retail.,0
1018999,to buy a motorcycle to increase his fleet.,0
1023509,to buy clothes for resale.,0
1024090,to pay additional bags of charcoal,0
1024194,to pay for additional kitchen utensils.,0
1011611,"to buy fishing net, fishing rope, fishing boat and boat engine",0
1024641,to purchase hybrid seeds and fertilizer to improve harvests of maize,0
1024660,"to purchase a solar light, as well as hybrid seeds and fertilizer to improve harvests of maize.",0
1022634,to buy cattle and increase his working capital.,1
1023609,to purchase more clothing in bulk.,0
1024066,with her daughter's wedding expenses,0
1017589,to buy seeds and mineral fertilisers,0
1017726,to buy potato seeds and mineral fertilisers,0
1022800,to buy cereals.,0
1022671,to purchase an asset motorcycle for public transportation.,0
1022676,"to buy ingredients like fish, vegetables, canned goods, etc.",0
1022697,to purchase an asset motorcycle for public transportation,0
1023579,"to buy rice, sugar, beans, butter, eggs, bread, churros, beverages, juices, and soap, among other things.",0
1023588,to buy fertilizers and pay laborers in order to maintain his farm.,0
1023591,"to purchase fertilizer, seeds, insecticides, herbicides, and formula, etcetera; as well as improving his land.",0
1022749,to gain access to cost efficient hybrid seeds and fertilizer for maize cultivation							.,0
1022796,to gain access to cost efficient hybrid seeds and fertilizer for maize cultivation,0
1022809,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation					.,0
1022821,to gain access to cost efficient hybrid seeds and fertilizer for maize cultivation,0
1022833,to purchase a solar light and gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.,0
1022843,"to purchase hybrid seeds and fertilizer for the�cultivation�of maize, as well as a solar light.",0
1023379,to buy hybrid seeds and fertilizer for the�cultivation�of maize.,0
1023437,to purchase hybrid seeds and fertilizer to improve harvests of maize,0
1024062,to gain access to cost efficient hybrid seeds and fertilizer for the coming harvesting season.,0
1022653,to purchase a motorcycle in order to provide convenient public transportation to all his customers,0
1022659,to buy animal feed.,1
1022661,to purchase a motorcycle for public transportation.,0
1023564,to buy more construction materials and to pay for labor.,0
1023572,to buy working capital for his business like corn and legumes.,0
1023577,to buy more cattle.,1
1017762,to buy additional decorating products for her business.,0
1022842,to buy beauty products for her business.,0
1022876,to buy a new clothing collection for her shop.,0
1022888,to buy additional clothing collection for her business.,0
1023291,to buy more flowers to increase distilled aromatic water production.,0
1022605,"to purchase bundles of wheat flour, maize flour, tea leaves, and cooking fat",0
1022609,to buy bangles for her bangles business.,0
1022611,to buy good quality seeds.,0
1023562,"to buy shirts, blouses and pants, as she thinks that by doing so she will be better able to attend to her customers' demands",0
1023563,to buy fresh fish,0
1022546,to purchase additional gallons of gasoline to sell.,0
1022556,to buy ingredients and utensils for her food vending business.,0
1022591,to buy farm implements.,0
1023553,"purchase meats, rice, beans, corn, dairy products, churros, soft drinks, sausages and other items.",0
1023557,purchase livestock in order to increase his inventory.,1
1023559,"to buy more raw materials like rice, chicken, meat, beans, fruits, vegetables, etc.",0
1022427,to purchase additional stocks of ingredients for her business.,0
1022507,to buy additional stock of gasoline to resell.,0
1023537,to buy four tires for his car and repair the steering wheel.,0
1023538,"to buy blouses, shirts, dresses, shorts, pants, etc. to improve the profitability of her business.",0
1023541,"to buy fruit, sugar, bags and other ingredients to prepare candy and natural drinks.",0
1022211,to buy more cattle to raise.,1
1023019,to invest in three washing machines and various merchandise: clothing and footwear.,0
1023027,"to buy colognes, perfumes, clothing, accessories, deodorant and jeans.",0
1023526,"to invest in his business, stocking it with new products such as tuna, rice, sugar, etc.",0
1022222,to buy 4 calves to raise.,1
1022272,to buy agricultural inputs and some chickens to raise.,1
1022274,"to buy an industrial stove, some kitchen utensils, and inputs to prepare food.",0
1022275,to buy more pigs and food to fatten them up.,1
1022283,buy more cattle to raise and increase his number of animals.,1
1022979,to buy shoes for his business.,0
1023005,"to buy manure, plague controls, sulfate, seeds, insecticides, herbicides, formula, etc. and to improve the soil.",0
1022245,"to buy a new, special sewing machine that she needs for specific production.",0
1022246,make her stationer�s shop bigger by changing its physical structure.,0
1022992,"to buy grocery products to stock her business, such as basic grains, sugar, soft drinks, dairy products, cold cuts, vegetables and other groceries.",0
1022233,to buy a new dairy cow.,1
1022236,buy two new milk cows to raise and produce more milk.,1
1022247,"buy a fast food cart, where she can prepare the food.",0
1022248,"buy shoe polishers, soles for shoes, and a machine that can support the shoes.",0
1022253,to buy stock for his business delivering liquors and refrigerated products.,0
1022955,to buy a cuerda [28 square meters] of land for cultivation.,0
1022224,"to buy disposable products to stock, like glasses, toilet paper, plates, and others.",0
1022232,to buy both a grill to roast beef and chorizos and supplies to prepare his fast food.,0
1022964,"to buy power strips, tv remote controls, light bulbs and cell phone accessories to have a better-stocked inventory.",0
1022980,"to buy fertilizers, manure, insecticides, herbicides.",0
1022061,to buy more fertilizer.,0
1022062,to buy three calves.,1
1022063,"to buy farm inputs such as seeds, fertilizer, herbicides and pesticides.",0
1022111,to buy more business stock of beans and maize for selling.,0
1022945,buy blue corn meal for her cattle,1
1022958,"to buy construction materials such as sand, stone, cement, and lime.",0
1022960,pay workers to grind about 350 square meters of sugarcane and harvest his sorghum. He hopes to streamline his processes in order to keep his business running. ,0
1022961,to buy agricultural inputs to protect his crop from infestations and increase the possibility of having higher production.,0
1022028,to buy milk.,0
1022029,To buy farm implements,0
1022031,to buy bananas.,0
1022034,to buy bananas.,0
1022035,to buy spare parts.,0
1022052,to build a dairy unit.,1
1022057,"buy seeds, fruit trees and fertilizer.",0
1022058,to buy 10 sheep.,1
1021910,"to buy fertilizer, seed and to pay for plowing fees which are expected to increase productivity of her crop yield.",0
1021929,"to buy fertilizer, seed and pay the plowing fee so her crop grows well.",0
1021940,to buy more beans to sell.,0
1021956,to buy fertilizers and seeds for her farmland,0
1022053,to buy three calves.,1
1022054,to build a modern dairy unit and to buy farm inputs.,1
1022056,to buy fruit tress and fertilizers.,0
1024099,to expand her business by purchasing more second hand to sell.,0
1024144,to buy 20 bags of beans. ,0
1024160,to buy a new machine for his workshop.,0
1024222,to open an auto repair center and have a significant source of income.,0
1024431,"to expand her snack business, buying maize and firewood.",0
1024477,to buy piglets to fatten and pig feeds to raise them.,1
1025147,to buy kerosene and liquid gas at wholesale price,0
1021925,to buy more land and expand her farming.,0
1021977,"to buy farm inputs such as good-quality seeds, fertilizer, and pesticides.",0
1021984,to buy farm implements,0
1021987,to purchase a motorcycle,0
1021989,"to pay for labour for ploughing and weeding, and for buying fertilizers.",0
1021999,to purchase bales of clothes for resale.,0
1022041,to buy motor vehicle spare parts,0
1022049,to buy three more calves.,1
1022551,to buy mineral fertilisers and seeds for crops,0
1022871,to buy plant health products and fertiliser and to hire farm hands.,0
1022918,"to purchase supplies for her business, of which she needs corn, beans, quesillo, meat, and cooking oil, among others, to prepare and sell pupusas.",0
1022922,"to buy lotions, lipsticks, creams, hair treatments and more to meet her customers' demands.",0
1022929,"buy a range of blouses, pants, skirts etc. and increase the stock in her store",0
1021837,"to buy more stock of flour, tomatoes, sugar and other items.",0
1021858,to buy more stock of clothes,0
1021884,to buy farm inputs.,0
1021885,to buy more stock of fish,0
1021890,to buy a dairy cow and poultry.,1
1021716,to buy cyber caf� equipment.,0
1021773,to buy another motorcycle.,0
1021776,to buy more stock of maize.,0
1021786,to buy more stock of fruits and vegetables.,0
1021796,to purchase a stock of firewood  for resale,0
1021714,to purchase gasoline and fertilizer for his farm.,0
1021731,to purchase bales of clothing for resale,0
1021753,to buy farm inputs.,1
1021663,to buy more stocks of clothes.,0
1021664,"to buy seed, fertilizer, and pesticide to support his farming business.",0
1021665,to buy more charcoal.,0
1021671,to buy farm inputs.,0
1021673,to buy more stocks of charcoal.,0
1021674,"to buy more stock of soda, milk, bread, and other items",0
1021678,to buy mineral fertilizers,0
1021686,"to purchase bundles of wheat flour, maize flour, tea leaves, and cooking fat",0
1021693,to buy more vegetables and fruits.,0
1021702,to buy farm inputs,0
1020852,to purchase hybrid seeds and fertilizer to improve harvests of maize.,0
1021438,"to buy farm implements, seed, and fertilizer",0
1021171,to purchase more bags of coffee to sell.,0
1021293,to cover the costs of mango fertilization and weeding maintenance to improve production.,0
1021344,to buy more items for her husband's distribution business.,0
1021357,to buy clothes for her clothes business.,0
1021389,to buy cereals to sell in her business.,0
1021399,"to buy more stock of flour, sugar, cooking fat and other items.",0
1021219,"to buy fertilizer and seed and pay for plowing fees, which are expected to increase the productivity of her crop yield.",0
1021233,to buy more fertilizer and pumping water for her tobacco farm.,0
1021267,to buy fertilizer to support her farmland to produce a good yield.,0
1021270,to buy fertilizer and seeds in order to increase her production and hence increase her income,0
1021289,to buy fertilizer and pay for the harvest fee so as to increase her crop yield.,0
1021300,to pay fees for harvesting.,0
1022356,to buy plantains.,0
1019589,to buy all the necessary building materials.,0
1021240,"to buy construction materials like cement, sand and iron sheets for plastering, cementing and roofing his house",0
1021260,To buy cereals,0
1022338,to buy rugs with new designs.,0
1022343,to buy merchandise and open a small shop.,0
1022346,"to buy 4 quintals of rice, one quintal of sugar and wood to make quesadillas (sweet cheese dessert cake). She will also buy vegetables to sell.",0
1021204,to buy cereals.,0
1021208,To buy fertilizer for her cassava plantation,0
1022317,to buy manure and fertilizer to support his coffee farm.,0
1022324,Purchase manure and fertilizer for his coffee farm.,0
1022337,to buy cattle to fatten up and then sell.,1
1021183,to buy more maize to sell.   ,0
1022731,to buy seeds so she can start horticulture farming.,0
1023887,"to buy cosmetic products such as facial cream, hair colors, scissors and combs for her beauty salon",0
1020823,to purchase spare parts for resale	,0
1022927,to buy a new sewing machine and beauty products.,0
1023314,"to buy stock of rice, potatoes, dal, sugar, chilies and other necessary items for her shop.",0
1023508,to start a business selling clothing and bed linens.,0
1023879,to buy seeds and start horticulture farming.,0
1022963,"to buy meat, eggs, dairy, sausages, wood, beans, bananas, etc., for her business",0
1024999,to buy a plot of land for construction.,0
1025123,to invest in a security system for his store (cameras and alarms).,0
1025908,"to buy fertilizer, urea, and other fertilizers.",0
1023303,to increase her merchandise with a new collection of fashionable wedding dresses.,0
1023834,To purchase additional garments to sell in her boutique,0
1024038,to buy stock of rice to sell.,0
1024093,to pay for additional clothes,0
1023486,to pay for her necessary dental treatments,0
1023949,to buy a new refrigerator for his grocery store.,0
1024054,to pay for her employee's legal documents expenses.,0
1023930,to buy a new machine for his workshop.,0
1023953,to buy a new inventory  to sell at his grocery.,0
1026034,to buy a variety of merchandise for her paper goods store.,0
1026046,"to buy more seeds, fertlizers, plant food, insecticides, etc., for improving his fields.",0
1024083,to purchase large quantities of sorghum to sell.,0
1024135,to buy new gas cylinders.,0
1024142,to pay the university fees for the first semester,0
1025961,to invest in a line of paints for cars.,0
1025984,"to buy a display case, clothes, and sundries.",0
1025988,to purchase a motorcycle to transport himself to his work place.,0
1025999,"to buy fishing lures, because the ones he has are in poor condition.",0
1024030,to increase her merchandise with new items and offers to better satisfy her customers' demands.,0
1024081,to buy a new machine for his auto repair workshop.,0
1024112,to buy different kinds of poultry per his customers' requests.,1
1025965,to buy construction materials to make repairs to her home.,0
1021139,to purchase bundles of charcoal for resale,0
1021159,"to buy more cows for fattening and later, selling.",1
1021179,to purchase farm inputs like fertilizer and seedlings for planting,0
1021182,to pay the labor costs of preparing his garden for the next planting season.,0
1023940,To renew his bakery's machines and tools to develop his business ,0
1024037,to purchase a babyfoot (foosball table) and add more computers to develop his business and attract more customers.,0
1026216,to buy additional cows in order to increase the size of her herd,1
1024060,to expand his business by purchasing more cameras to use in his studio and a machine for editing pictures.,0
1025980,"to buy wholesale wool
",0
1026008,to buy clothing wholesale.,0
1021498,to purchase the necessary construction materials to finish building the wall behind his house.,0
1022223,"to purchase soft drinks, bread and meet to make the fast food.",0
1022190,"to buy corn, silos, and storage sacks, so that he can have enough grain to sell and store it easily.",0
1023286,To purchase piglets and feeds,1
1023332,to purchase baby poultry to raise and sell in future.,1
1023333,to purchase baby poultry to raise and sell in future.,1
1023840,to purchase feeds and vitamins.,1
1024988,to buy pigs to sell.,1
1025079,"to buy middling, concentrated feed, and chickens, as well as equip the farm to care for the animals and increase production.",1
1011256,To buy an abundance of dairy cows and vaccines,1
1018677,to buy some cows for increasing their number,1
1021261,to pay for forage to feed the livestock,1
1021376,to buy a dairy cow.,1
1021381,to build a modern dairy pen.,1
1022051,to buy two calves and twenty chickens for his farm.,1
1022310,"to buy a heifer, to buy corn for tortillas and the rest to buy a container to fry potatoes.",1
1022330,to buy a milking cow.,1
1023009,transform the money into working capital.,1
1023567,"to purchase cattle and feed to nourish it, and to develop his activities in a better way.",1
1023908,to buy a buffalo for her dairy farm.,1
1023968,To expand her animal husbandry business,1
1023974,to buy animal feed and pay for maintenance costs of the farm.,1
1024094,To purchase a buffalo to start her animal husbandry business,1
1024378,"to begin production of dairy products by buying a cow. This way, he can give his children what they need.",1
1025062,to buy and sell livestock.,1
1026005,to buy a pair of steers.,1
1020839,to buy a quality dairy cow and build a modern dairy unit.,1
1020865,"to purchase stock of sugar, rice, maize flour and wheat flour",0
1020881,"to purchase stock of goods like sugar, rice, maize and wheat flour, and cooking fat oil.",0
1020884,"to purchase stock of sugar, rice, maize flour and wheat flour",0
1021010,to buy additional sacks of rice to sell,0
1022178,to buy a cow.,1
1022183,"to purchase apples, sapota fruit, papayas,  jicamas, strawberries, avocados, onions, etc. He will stock his business with fresh products.",0
1022189,to buy a milk cow.,1
1020849,"to purchase stocks of sugar, rice, maize flour and wheat flour.",0
1022169,to buy a heifer.,1
1018405,To buy improved seeds and organic fertilizers,0
1020801,to buy new beauty equipment for her business,0
1022146,"to buy perfumes, creams, makeup, among other beauty products, she will also buy kitchen products, all of which to continue selling.",0
1020657,to buy seeds & fertilizer.,0
1020658,to buy seeds & fertilizer.,0
1020749,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for the coming harvesting season.,0
1020760,to purchase hybrid seeds and fertilizer for the�cultivation�of maize.,0
1020778,to purchase hybrid seeds and fertilizer for the�cultivation�of maize.,0
1020779,to buy a motorbike,0
1022140,"to buy sulfate, seeds, insecticides, herbicides, formula, manures, pest control agents, etc.",0
1020707,to purchase hybrid seeds and fertilizer to improve harvests of maize.,0
1020717,"to buy fertilizer, which is expected to increase productivity of her crop yield.",1
1020723,to purchase a solar light and gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.,0
1020741,to purchase hybrid seeds and fertilizer to improve harvests of maize.,0
1020746,to purchase hybrid seeds and fertilizer for the�cultivation�of maize.,0
1020771,to buy cost efficient maize seeds and fertilizer for the coming harvesting season,0
1020639,"to buy cost-efficient maize seeds and fertilizer for the coming harvesting season, as well as a solar light.",0
1020679,to purchase hybrid seeds and fertilizer to improve harvests of maize							,0
1022114,"to buy boxes of ice cream, cones, and popsicles to stock his ice cream business.",0
1022119,to buy two calves.,1
1022131,to purchase calves to raise them and then sell them at a good price.,1
1020613,To buy clothes,0
1020614,"to buy new seats for his customers, as he plans to offer new trimming services and massage.",0
1020615,to buy cereals.,0
1020622,to buy cost efficient maize seeds and fertilizer for the coming harvesting season,0
1022075,"to purchase seeds, five sacks of compost, insecticide and she will prepare the land where the basic grains will be planted.",0
1022077,to buy two young bulls for grazing.,1
1020578,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,0
1020589,to purchase a solar light and to gain access to cost-efficient hybrid seeds and fertilizer for the upcoming harvest season.,0
1020594,"to buy cost-efficient maize seeds and fertilizer for the coming harvesting season, as well as a solar light.",0
1020602,to buy cost-efficient seed and fertilizer for the coming harvesting season,0
1020603,"to buy farm inputs such as seed, fertilizer, herbicides, and pesticides",0
1021547,to purchase seeds and fertilizers to plant cucumbers and squash.,0
1021549,to purchase manure.,0
1021554,"to purchase agricultural supplies such as manure, fertilizers applied to leaves, and herbicides.",0
1020545,to buy another motorcycle for transport business.,0
1020549,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,0
1020550,"to buy fertilizer, water pumping machine and pay for plowing fee, which is expected to increase productivity of crop yields.",0
1020563,to purchase hybrid seeds and fertilizer for the�cultivation�of maize,0
1020569,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,0
1020579,to purchase a solar light and gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.,0
